JGI ID,JGI start,JGI end,NCBI start,NCBI end,NCBI ID,Column1,NCBI,kegg_annotation
jgi.p|Yarli1|66242,496747,497637,496747,497637,YALI0_C03718g,YALI0C03718g,YALI0C03718g,unknown function
jgi.p|Yarli1|66243,498504,499724,498504,499724,YALI0_C03762g,YALI0C03762g,YALI0C03762g,K23750 octanoyl-CoA:protein transferase [EC:2.3.1.-] 
jgi.p|Yarli1|66244,500189,501192,500189,501192,YALI0_C03784g,YALI0C03784g,YALI0C03784g,K03538 ribonuclease P protein subunit POP4 [EC:3.1.26.5] 
jgi.p|Yarli1|66245,502377,502787,502377,502787,YALI0_C03806g,YALI0C03806g,YALI0C03806g,unknown function
jgi.p|Yarli1|66246,504645,510124,504645,510124,YALI0_C03828g,YALI0C03828g,YALI0C03828g,K11886 proteasome component ECM29 
jgi.p|Yarli1|66247,511085,513007,511085,513007,YALI0_C03850g,YALI0C03850g,YALI0C03850g,K18722 nucleoporin NUP2 
jgi.p|Yarli1|66248,513668,514336,513668,514336,YALI0_C03872g,YALI0C03872g,YALI0C03872g,gene not in KEGG
jgi.p|Yarli1|66249,516586,518424,516586,518424,YALI0_C03894g,YALI0C03894g,YALI0C03894g,unknown function
jgi.p|Yarli1|66250,520989,524460,520989,524460,YALI0_C03916g,YALI0C03916g,YALI0C03916g,unknown function
jgi.p|Yarli1|66251,525184,525597,525184,525597,YALI0_C03982g,YALI0C03982g,YALI0C03982g,K10599 pre-mRNA-processing factor 19 [EC:2.3.2.27] 
jgi.p|Yarli1|66252,526988,528388,526988,528388,YALI0_C04004g,YALI0C04004g,YALI0C04004g,K05533 mannan polymerase II complex ANP1 subunit [EC:2.4.1.-] 
jgi.p|Yarli1|66253,530229,531698,530229,531698,YALI0_C04026g,YALI0C04026g,YALI0C04026g,unknown function
jgi.p|Yarli1|66254,533991,535283,533991,535283,YALI0_C04048g,YALI0C04048g,YALI0C04048g,unknown function
jgi.p|Yarli1|66255,535874,537622,535874,537622,YALI0_C04070g,YALI0C04070g,YALI0C04070g,K11361 transcription factor SPT20 
jgi.p|Yarli1|66256,538442,539143,538442,539143,YALI0_C04092g,YALI0C04092g,YALI0C04092g,K13352 peroxin-11B 
jgi.p|Yarli1|66257,542012,542929,542012,542929,YALI0_C04114g,YALI0C04114g,YALI0C04114g,K20522 LAS seventeen-binding protein 1/2 
jgi.p|Yarli1|66258,543471,549995,543471,549995,YALI0_C04136g,YALI0C04136g,YALI0C04136g,unknown function
jgi.p|Yarli1|66259,554048,556233,554048,556233,YALI0_C04158g,YALI0C04158g,YALI0C04158g,K13303 serum/glucocorticoid-regulated kinase 2 [EC:2.7.11.1] 
jgi.p|Yarli1|66260,557590,560457,557590,560457,YALI0_C04180g,YALI0C04180g,YALI0C04180g,"K05857 phosphatidylinositol phospholipase C, delta [EC:3.1.4.11] "
jgi.p|Yarli1|66261,562874,564145,562874,564145,YALI0_C04213g,YALI0C04213g,YALI0C04213g,K14797 essential nuclear protein 1 
jgi.p|Yarli1|66262,565481,565819,565481,565819,YALI0_C04235g,YALI0C04235g,YALI0C04235g,unknown function
jgi.p|Yarli1|66263,571460,572040,571460,572040,YALI0_C04257g,YALI0C04257g,YALI0C04257g,unknown function
jgi.p|Yarli1|66264,572820,573968,572820,573968,YALI0_C04279g,YALI0C04279g,YALI0C04279g,unknown function
jgi.p|Yarli1|66265,576270,578033,576270,578033,YALI0_C04301g,YALI0C04301g,YALI0C04301g,unknown function
jgi.p|Yarli1|66266,579449,580918,579449,580918,YALI0_C04323g,YALI0C04323g,YALI0C04323g,unknown function
jgi.p|Yarli1|66267,581151,581939,581151,581939,YALI0_C04345g,YALI0C04345g,YALI0C04345g,K14851 ribosomal RNA-processing protein 17 
jgi.p|Yarli1|66268,582586,583608,582586,583608,YALI0_C04367g,YALI0C04367g,YALI0C04367g,K03143 transcription initiation factor TFIIH subunit 3 
jgi.p|Yarli1|66269,585572,586324,585572,586324,YALI0_C04389g,YALI0C04389g,YALI0C04389g,unknown function
jgi.p|Yarli1|66270,588612,590321,588612,590321,YALI0_C04411g,YALI0C04411g,YALI0C04411g,K12346 metal iron transporter 
jgi.p|Yarli1|66271,591369,592667,591369,592667,YALI0_C04433g,YALI0C04433g,YALI0C04433g,K00819 ornithine--oxo-acid transaminase [EC:2.6.1.13] 
jgi.p|Yarli1|66272,592922,593707,592922,593707,YALI0_C04455g,YALI0C04455g,YALI0C04455g,unknown function
jgi.p|Yarli1|66273,596140,597780,596140,597780,YALI0_C04477g,YALI0C04477g,YALI0C04477g,"K08158 MFS transporter, DHA1 family, multidrug resistance protein "
jgi.p|Yarli1|66274,599569,601152,599569,601152,YALI0_C04499g,YALI0C04499g,YALI0C04499g,"K08158 MFS transporter, DHA1 family, multidrug resistance protein "
jgi.p|Yarli1|66275,603759,604289,603759,604289,YALI0_C04521g,YALI0C04521g,YALI0C04521g,unknown function
jgi.p|Yarli1|66276,604760,606604,604760,606604,YALI0_C04543g,YALI0C04543g,YALI0C04543g,K24970 transcription factor 25 
jgi.p|Yarli1|66277,606776,607693,606776,607693,YALI0_C04565g,YALI0C04565g,YALI0C04565g,unknown function
jgi.p|Yarli1|66278,609248,611224,609248,611224,YALI0_C04587g,YALI0C04587g,YALI0C04587g,K08287 dual-specificity kinase [EC:2.7.12.1] 
jgi.p|Yarli1|66279,614285,617044,614285,617044,YALI0_C04620g,YALI0C04620g,YALI0C04620g,K03260 translation initiation factor 4G 
jgi.p|Yarli1|66280,622876,624573,622876,624573,YALI0_C04730g,YALI0C04730g,YALI0C04730g,unknown function
jgi.p|Yarli1|66281,625342,627255,625342,627255,YALI0_C04774g,YALI0C04774g,YALI0C04774g,K16945 cell division control protein 11 
jgi.p|Yarli1|66282,628618,630402,628618,630402,YALI0_C04796g,YALI0C04796g,YALI0C04796g,unknown function
jgi.p|Yarli1|66283,631617,633371,631617,633371,YALI0_C04818g,YALI0C04818g,YALI0C04818g,K09595 minor histocompatibility antigen H13 [EC:3.4.23.-] 
jgi.p|Yarli1|66284,637397,638221,637397,638221,YALI0_C04884g,YALI0C04884g,YALI0C04884g,unknown function
jgi.p|Yarli1|66285,639586,640582,639586,640582,YALI0_C04906g,YALI0C04906g,YALI0C04906g,unknown function
jgi.p|Yarli1|66286,642008,642490,642008,642490,YALI0_C04928g,YALI0C04928g,YALI0C04928g,"K11232 osomolarity two-component system, phosphorelay intermediate protein YPD1 "
jgi.p|Yarli1|66287,644542,646422,644542,646422,YALI0_C05038g,YALI0C05038g,YALI0C05038g,K07478 putative ATPase 
jgi.p|Yarli1|66288,647416,649200,647416,649200,YALI0_C05060g,YALI0C05060g,YALI0C05060g,unknown function
jgi.p|Yarli1|66289,651362,652211,651362,652211,YALI0_C05082g,YALI0C05082g,YALI0C05082g,gene not in KEGG
jgi.p|Yarli1|66290,653503,653805,653503,653805,YALI0_C05104g,YALI0C05104g,YALI0C05104g,K18188 protein PET117 
jgi.p|Yarli1|66291,655416,657278,655416,657278,YALI0_C05126g,YALI0C05126g,YALI0C05126g,K24113 PHO85 cyclin-6/7 
jgi.p|Yarli1|66292,660098,660776,660098,660776,YALI0_C05148g,YALI0C05148g,YALI0C05148g,gene not in KEGG
jgi.p|Yarli1|66293,663183,664214,663183,664214,YALI0_C05170g,YALI0C05170g,YALI0C05170g,K00765 ATP phosphoribosyltransferase [EC:2.4.2.17] 
jgi.p|Yarli1|66294,665580,666089,665580,666089,YALI0_C05236g,YALI0C05236g,YALI0C05236g,unknown function
jgi.p|Yarli1|66295,667043,668641,667043,668641,YALI0_C05258g,YALI0C05258g,YALI0C05258g,K05821 aromatic amino acid aminotransferase II [EC:2.6.1.58 2.6.1.28] 
jgi.p|Yarli1|66296,670017,671087,670017,671087,YALI0_C05280g,YALI0C05280g,YALI0C05280g,K01409 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234] 
jgi.p|Yarli1|66297,671239,672204,671239,672204,YALI0_C05302g,YALI0C05302g,YALI0C05302g,K08497 protein transport protein SEC20 
jgi.p|Yarli1|66298,676238,677590,676238,677590,YALI0_C05324g,YALI0C05324g,YALI0C05324g,unknown function
jgi.p|Yarli1|66299,686148,687596,686148,687596,YALI0_C05346g,YALI0C05346g,YALI0C05346g,K03131 transcription initiation factor TFIID subunit 6 
jgi.p|Yarli1|66300,689369,692293,689369,692293,YALI0_C05368g,YALI0C05368g,YALI0C05368g,K12811 ATP-dependent RNA helicase DDX46/PRP5 [EC:3.6.4.13] 
jgi.p|Yarli1|66301,695390,695707,695390,695707,YALI0_C05467g,YALI0C05467g,YALI0C05467g,K03676 glutaredoxin 3 
jgi.p|Yarli1|66302,697854,699341,697854,699341,YALI0_C05489g,YALI0C05489g,YALI0C05489g,K20524 LAS seventeen-binding protein 5 
jgi.p|Yarli1|66303,699509,700560,699509,700560,YALI0_C05500g,YALI0C05500g,YALI0C05500g,unknown function
jgi.p|Yarli1|66304,701955,703385,701955,703385,YALI0_C05511g,YALI0C05511g,YALI0C05511g,unknown function
jgi.p|Yarli1|66305,707719,708108,707719,708108,YALI0_C05533g,YALI0C05533g,YALI0C05533g,K07305 peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12] 
jgi.p|Yarli1|66306,710484,711434,710484,711434,YALI0_C05555g,YALI0C05555g,YALI0C05555g,K12857 Prp8 binding protein 
jgi.p|Yarli1|66307,711815,713072,711815,713072,YALI0_C05577g,YALI0C05577g,YALI0C05577g,unknown function
jgi.p|Yarli1|66308,714272,715726,714272,715726,YALI0_C05599g,YALI0C05599g,YALI0C05599g,K14813 metalloprotease ARX1 [EC:3.-.-.-] 
jgi.p|Yarli1|66309,717390,718256,717390,718256,YALI0_C05621g,YALI0C05621g,YALI0C05621g,"K22255 ATPase inhibitor, mitochondrial "
jgi.p|Yarli1|66310,720872,721956,720872,721956,YALI0_C05643g,YALI0C05643g,YALI0C05643g,K11365 SAGA-associated factor 73 
jgi.p|Yarli1|66311,723763,725345,723763,725345,YALI0_C05665g,YALI0C05665g,YALI0C05665g,K06630 14-3-3 protein epsilon 
jgi.p|Yarli1|66312,729326,729994,729326,729994,YALI0_C05687g,YALI0C05687g,YALI0C05687g,unknown function
jgi.p|Yarli1|66313,736719,738083,736719,738083,YALI0_C05709g,YALI0C05709g,YALI0C05709g,unknown function
jgi.p|Yarli1|66314,739030,740244,739030,740244,YALI0_C05731g,YALI0C05731g,YALI0C05731g,unknown function
jgi.p|Yarli1|66315,742922,743932,742922,743932,YALI0_C05753g,YALI0C05753g,YALI0C05753g,"K15102 solute carrier family 25 (mitochondrial phosphate transporter), member 3 "
jgi.p|Yarli1|66316,745641,746879,745641,746879,YALI0_C05775g,YALI0C05775g,YALI0C05775g,K13344 peroxin-13 
jgi.p|Yarli1|66317,747266,748684,747266,748684,YALI0_C05797g,YALI0C05797g,YALI0C05797g,unknown function
jgi.p|Yarli1|66318,750100,751254,750100,751254,YALI0_C05819g,YALI0C05819g,YALI0C05819g,unknown function
jgi.p|Yarli1|66319,752441,753100,752441,753100,YALI0_C05841g,YALI0C05841g,YALI0C05841g,unknown function
jgi.p|Yarli1|66320,753575,753916,753575,753916,YALI0_C05863g,YALI0C05863g,YALI0C05863g,unknown function
jgi.p|Yarli1|66321,756791,758515,756791,758515,YALI0_C05885g,YALI0C05885g,YALI0C05885g,K01904 4-coumarate--CoA ligase [EC:6.2.1.12] 
jgi.p|Yarli1|66322,759170,759754,759170,759754,YALI0_C05907g,YALI0C05907g,YALI0C05907g,unknown function
jgi.p|Yarli1|66323,760928,761779,760928,761779,YALI0_C05929g,YALI0C05929g,YALI0C05929g,K22696 protein-lysine N-methyltransferase EEF2KMT [EC:2.1.1.-] 
jgi.p|Yarli1|66324,764370,765818,764370,765818,YALI0_C05951g,YALI0C05951g,YALI0C05951g,K00507 stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1] 
jgi.p|Yarli1|66325,767528,768514,767528,768514,YALI0_C05973g,YALI0C05973g,YALI0C05973g,unknown function
jgi.p|Yarli1|66326,772677,775565,772677,775565,YALI0_C05995g,YALI0C05995g,YALI0C05995g,unknown function
jgi.p|Yarli1|66327,775876,776370,775876,776370,YALI0_C06017g,YALI0C06017g,YALI0C06017g,unknown function
jgi.p|Yarli1|66328,776766,777593,776766,777593,YALI0_C06039g,YALI0C06039g,YALI0C06039g,K02730 20S proteasome subunit alpha 1 [EC:3.4.25.1] 
jgi.p|Yarli1|66329,778522,779823,778522,779823,YALI0_C06061g,YALI0C06061g,YALI0C06061g,K11483 histone deacetylase HOS2 [EC:3.5.1.98] 
jgi.p|Yarli1|66330,782180,783871,782180,783871,YALI0_C06083g,YALI0C06083g,YALI0C06083g,K00643 5-aminolevulinate synthase [EC:2.3.1.37] 
jgi.p|Yarli1|66331,789911,791800,789911,791800,YALI0_C06105g,YALI0C06105g,YALI0C06105g,unknown function
jgi.p|Yarli1|66332,794217,795230,794217,795230,YALI0_C06127g,YALI0C06127g,YALI0C06127g,"K13354 solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17 "
jgi.p|Yarli1|66333,798442,800080,798442,800080,YALI0_C06149g,YALI0C06149g,YALI0C06149g,K02207 ubiquitin-conjugating enzyme E2 R [EC:2.3.2.23] 
jgi.p|Yarli1|66334,802296,803318,802296,803318,YALI0_C06171g,YALI0C06171g,YALI0C06171g,unknown function
jgi.p|Yarli1|66335,804594,805569,804594,805569,YALI0_C06193g,YALI0C06193g,YALI0C06193g,unknown function
jgi.p|Yarli1|66336,806220,807062,806220,807062,YALI0_C06215g,YALI0C06215g,YALI0C06215g,K22746 anamorsin 
jgi.p|Yarli1|66337,811136,811417,811136,811417,YALI0_C06237g,YALI0C06237g,YALI0C06237g,unknown function
jgi.p|Yarli1|66338,815661,816023,815661,816023,YALI0_C06259g,YALI0C06259g,YALI0C06259g,unknown function
jgi.p|Yarli1|66339,816361,817827,816361,817827,YALI0_C06281g,YALI0C06281g,YALI0C06281g,unknown function
jgi.p|Yarli1|66340,819149,820243,819149,820243,YALI0_C06303g,YALI0C06303g,YALI0C06303g,K00967 ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14] 
jgi.p|Yarli1|66341,821571,822359,821571,822359,YALI0_C06325g,YALI0C06325g,YALI0C06325g,K06950 uncharacterized protein 
jgi.p|Yarli1|66342,823060,824691,823060,824691,YALI0_C06347g,YALI0C06347g,YALI0C06347g,K20195 vacuolar fusion protein MON1 
jgi.p|Yarli1|66343,826767,827929,826767,827929,YALI0_C06369g,YALI0C06369g,YALI0C06369g,K00134 glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] 
jgi.p|Yarli1|66344,830385,850001,830385,850001,YALI0_C06391g,YALI0C06391g,YALI0C06391g,unknown function
jgi.p|Yarli1|66345,852842,854389,852842,854389,YALI0_C06424g,YALI0C06424g,YALI0C06424g,"K08139 MFS transporter, SP family, sugar:H+ symporter "
jgi.p|Yarli1|66346,855325,856950,855325,856950,YALI0_C06446g,YALI0C06446g,YALI0C06446g,K21618 (R)-2-hydroxyglutarate---pyruvate transhydrogenase [EC:1.1.99.40] 
jgi.p|Yarli1|66347,858994,861008,858994,861008,YALI0_C06460g,YALI0C06460g,YALI0C06460g,K02555 M-phase inducer tyrosine phosphatase [EC:3.1.3.48] 
jgi.p|Yarli1|66348,869620,870711,869620,870711,YALI0_C06490g,YALI0C06490g,YALI0C06490g,K00966 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13] 
jgi.p|Yarli1|66349,873922,875475,873922,875475,YALI0_C06512g,YALI0C06512g,YALI0C06512g,"K03448 MFS transporter, ACS family, pantothenate transporter "
jgi.p|Yarli1|66350,875910,876224,875910,876224,YALI0_C06534g,YALI0C06534g,YALI0C06534g,unknown function
jgi.p|Yarli1|66351,879625,881322,879625,881322,YALI0_C06556g,YALI0C06556g,YALI0C06556g,unknown function
jgi.p|Yarli1|66352,881681,883540,881681,883540,YALI0_C06578g,YALI0C06578g,YALI0C06578g,"K03317 concentrative nucleoside transporter, CNT family "
jgi.p|Yarli1|66353,888219,888734,888219,888734,YALI0_C06600g,YALI0C06600g,YALI0C06600g,unknown function
jgi.p|Yarli1|66354,889862,891133,889862,891133,YALI0_C06622g,YALI0C06622g,YALI0C06622g,unknown function
jgi.p|Yarli1|66355,891460,892767,891460,892767,YALI0_C06644g,YALI0C06644g,YALI0C06644g,"K22835 1,3-beta-glucanosyltransferase GAS4 [EC:2.4.1.-] "
jgi.p|Yarli1|66356,895822,897540,895822,897540,YALI0_C06710g,YALI0C06710g,YALI0C06710g,unknown function
jgi.p|Yarli1|66357,897911,898765,897911,898765,YALI0_C06732g,YALI0C06732g,YALI0C06732g,unknown function
jgi.p|Yarli1|66358,901596,902588,901596,902588,YALI0_C06754g,YALI0C06754g,YALI0C06754g,"K15777 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-] "
jgi.p|Yarli1|66359,903864,905333,903864,905333,YALI0_C06776g,YALI0C06776g,YALI0C06776g,"K01679 fumarate hydratase, class II [EC:4.2.1.2] "
jgi.p|Yarli1|66360,905683,907758,905683,907758,YALI0_C06798g,YALI0C06798g,YALI0C06798g,"K00700 1,4-alpha-glucan branching enzyme [EC:2.4.1.18] "
jgi.p|Yarli1|66361,909898,910989,909898,910989,YALI0_C06820g,YALI0C06820g,YALI0C06820g,gene not in KEGG
jgi.p|Yarli1|66362,913297,914639,913297,914639,YALI0_C06842g,YALI0C06842g,YALI0C06842g,K12412 pheromone receptor transcription factor 
jgi.p|Yarli1|66363,915488,916770,915488,916770,YALI0_C06853g,YALI0C06853g,YALI0C06853g,unknown function
jgi.p|Yarli1|66364,920554,921612,920554,921612,YALI0_C06864g,YALI0C06864g,YALI0C06864g,unknown function
jgi.p|Yarli1|66365,923072,923987,923072,923987,YALI0_C06886g,YALI0C06886g,YALI0C06886g,K03263 translation initiation factor 5A 
jgi.p|Yarli1|66366,926500,927006,926500,927006,YALI0_C06908g,YALI0C06908g,YALI0C06908g,unknown function
jgi.p|Yarli1|66367,927288,929042,927288,929042,YALI0_C06930g,YALI0C06930g,YALI0C06930g,unknown function
jgi.p|Yarli1|66368,930290,931363,930290,931363,YALI0_C06952g,YALI0C06952g,YALI0C06952g,K01626 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54] 
jgi.p|Yarli1|66369,934848,936713,934848,936713,YALI0_C06974g,YALI0C06974g,YALI0C06974g,K07277 outer membrane protein insertion porin family 
jgi.p|Yarli1|66370,937594,938595,937594,938595,YALI0_C06996g,YALI0C06996g,YALI0C06996g,K01922 phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51] 
jgi.p|Yarli1|66371,939605,940120,939605,940120,YALI0_C07018g,YALI0C07018g,YALI0C07018g,K09567 peptidyl-prolyl isomerase H (cyclophilin H) [EC:5.2.1.8] 
jgi.p|Yarli1|66372,942074,943894,942074,943894,YALI0_C07040g,YALI0C07040g,YALI0C07040g,K13201 nucleolysin TIA-1/TIAR 
jgi.p|Yarli1|66373,945231,945707,945231,945707,YALI0_C07062g,YALI0C07062g,YALI0C07062g,unknown function
jgi.p|Yarli1|66374,947373,949034,947373,949034,YALI0_C07128g,YALI0C07128g,YALI0C07128g,K01663 imidazole glycerol-phosphate synthase [EC:4.3.2.10] 
jgi.p|Yarli1|66375,949516,955025,949516,955025,YALI0_C07150g,YALI0C07150g,YALI0C07150g,K15710 E3 ubiquitin-protein ligase SHPRH [EC:5.6.2.- 2.3.2.27] 
jgi.p|Yarli1|66376,955882,958353,955882,958353,YALI0_C07172g,YALI0C07172g,YALI0C07172g,unknown function
jgi.p|Yarli1|66377,960499,962902,960499,962902,YALI0_C07194g,YALI0C07194g,YALI0C07194g,unknown function
jgi.p|Yarli1|66378,963974,964531,963974,964531,YALI0_C07238g,YALI0C07238g,YALI0C07238g,unknown function
jgi.p|Yarli1|66379,964807,966381,964807,966381,YALI0_C07260g,YALI0C07260g,YALI0C07260g,unknown function
jgi.p|Yarli1|66380,967178,967774,967178,967774,YALI0_C07282g,YALI0C07282g,YALI0C07282g,unknown function
jgi.p|Yarli1|66381,970123,971466,970123,971466,YALI0_C07304g,YALI0C07304g,YALI0C07304g,"K23541 Ca2+/H+ antiporter, TMEM165/GDT1 family "
jgi.p|Yarli1|66382,972300,973826,972300,973826,YALI0_C07326g,YALI0C07326g,YALI0C07326g,K13535 cardiolipin-specific phospholipase [EC:3.1.1.-] 
jgi.p|Yarli1|66383,973918,975495,973918,975495,YALI0_C07348g,YALI0C07348g,YALI0C07348g,"K03448 MFS transporter, ACS family, pantothenate transporter "
jgi.p|Yarli1|66384,976863,977669,976863,977669,YALI0_C07414g,YALI0C07414g,YALI0C07414g,K16066 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-] 
jgi.p|Yarli1|66385,979054,980802,979054,980802,YALI0_C07436g,YALI0C07436g,YALI0C07436g,K10772 AP endonuclease 2 [EC:3.1.11.2] 
jgi.p|Yarli1|66386,981060,982163,981060,982163,YALI0_C07458g,YALI0C07458g,YALI0C07458g,unknown function
jgi.p|Yarli1|66387,983163,984071,983163,984071,YALI0_C07480g,YALI0C07480g,YALI0C07480g,unknown function
jgi.p|Yarli1|66388,984210,987371,984210,987371,YALI0_C07502g,YALI0C07502g,YALI0C07502g,K20040 huntingtin-interacting protein 1-related protein 
jgi.p|Yarli1|66389,989918,990532,989918,990532,YALI0_C07524g,YALI0C07524g,YALI0C07524g,K03113 translation initiation factor 1 
jgi.p|Yarli1|66390,991279,992727,991279,992727,YALI0_C07546g,YALI0C07546g,YALI0C07546g,unknown function
jgi.p|Yarli1|66391,993791,996649,993791,996649,YALI0_C07568g,YALI0C07568g,YALI0C07568g,unknown function
jgi.p|Yarli1|66392,997905,999158,997905,999158,YALI0_C07590g,YALI0C07590g,YALI0C07590g,K03325 arsenite transporter 
jgi.p|Yarli1|66393,1007128,1008153,1007128,1008153,YALI0_C07612g,YALI0C07612g,YALI0C07612g,unknown function
jgi.p|Yarli1|66394,1012355,1012615,1012355,1012615,YALI0_C07634g,YALI0C07634g,YALI0C07634g,unknown function
jgi.p|Yarli1|66395,1015297,1016109,1015297,1016109,YALI0_C07656g,YALI0C07656g,YALI0C07656g,unknown function
jgi.p|Yarli1|66396,1016460,1018250,1016460,1018250,YALI0_C07678g,YALI0C07678g,YALI0C07678g,K16261 yeast amino acid transporter 
jgi.p|Yarli1|66397,1020554,1022125,1020554,1022125,YALI0_C07700g,YALI0C07700g,YALI0C07700g,K10632 BRCA1-associated protein [EC:2.3.2.27] 
jgi.p|Yarli1|66398,1022522,1024210,1022522,1024210,YALI0_C07722g,YALI0C07722g,YALI0C07722g,"K08158 MFS transporter, DHA1 family, multidrug resistance protein "
jgi.p|Yarli1|66399,1025159,1026760,1025159,1026760,YALI0_C07744g,YALI0C07744g,YALI0C07744g,unknown function
jgi.p|Yarli1|66400,1027592,1029466,1027592,1029466,YALI0_C07777g,YALI0C07777g,YALI0C07777g,unknown function
jgi.p|Yarli1|66401,1034128,1035915,1034128,1035915,YALI0_C07821g,YALI0C07821g,YALI0C07821g,unknown function
jgi.p|Yarli1|66402,1039450,1041912,1039450,1041912,YALI0_C07843g,YALI0C07843g,YALI0C07843g,unknown function
jgi.p|Yarli1|66403,1042842,1043750,1042842,1043750,YALI0_C07865g,YALI0C07865g,YALI0C07865g,unknown function
jgi.p|Yarli1|66404,1044193,1044891,1044193,1044891,YALI0_C07887g,YALI0C07887g,YALI0C07887g,K02961 small subunit ribosomal protein S17 
jgi.p|Yarli1|66405,1045505,1048234,1045505,1048234,YALI0_C07909g,YALI0C07909g,YALI0C07909g,unknown function
jgi.p|Yarli1|66406,1049059,1049358,1049059,1049358,YALI0_C07931g,YALI0C07931g,YALI0C07931g,unknown function
jgi.p|Yarli1|66407,1051234,1053348,1051234,1053348,YALI0_C07953g,YALI0C07953g,YALI0C07953g,K04079 molecular chaperone HtpG 
jgi.p|Yarli1|66408,1056666,1060583,1056666,1060583,YALI0_C07975g,YALI0C07975g,YALI0C07975g,unknown function
jgi.p|Yarli1|66409,1060833,1061397,1060833,1061397,YALI0_C08030g,YALI0C08030g,YALI0C08030g,K12834 PHD finger-like domain-containing protein 5A 
jgi.p|Yarli1|66410,1062153,1063847,1062153,1063847,YALI0_C08052g,YALI0C08052g,YALI0C08052g,gene not in KEGG
jgi.p|Yarli1|66411,1064312,1065418,1064312,1065418,YALI0_C08074g,YALI0C08074g,YALI0C08074g,K00122 formate dehydrogenase [EC:1.17.1.9] 
jgi.p|Yarli1|66412,1066310,1069786,1066310,1069786,YALI0_C08096g,YALI0C08096g,YALI0C08096g,unknown function
jgi.p|Yarli1|66413,1074386,1075177,1074386,1075177,YALI0_C08118g,YALI0C08118g,YALI0C08118g,K20120 bridging integrator 3 
jgi.p|Yarli1|66414,1088176,1089252,1088176,1089252,YALI0_C08140g,YALI0C08140g,YALI0C08140g,unknown function
jgi.p|Yarli1|66415,1096440,1097591,1096440,1097591,YALI0_C08184g,YALI0C08184g,YALI0C08184g,unknown function
jgi.p|Yarli1|66416,1098080,1099477,1098080,1099477,YALI0_C08206g,YALI0C08206g,YALI0C08206g,unknown function
jgi.p|Yarli1|66417,1100242,1101344,1100242,1101344,YALI0_C08220g,YALI0C08220g,YALI0C08220g,unknown function
jgi.p|Yarli1|66418,1101677,1103062,1101677,1103062,YALI0_C08228g,YALI0C08228g,YALI0C08228g,unknown function
jgi.p|Yarli1|66419,1112156,1113280,1112156,1113280,YALI0_C08283g,YALI0C08283g,YALI0C08283g,unknown function
jgi.p|Yarli1|66420,1117028,1118020,1117028,1118020,YALI0_C08305g,YALI0C08305g,YALI0C08305g,K04345 protein kinase A [EC:2.7.11.11] 
jgi.p|Yarli1|66421,1128117,1130060,1128117,1130060,YALI0_C08327g,YALI0C08327g,YALI0C08327g,K21631 Gti1/Pac2 family transcription factor 
jgi.p|Yarli1|66422,1133461,1136889,1133461,1136889,YALI0_C08349g,YALI0C08349g,YALI0C08349g,unknown function
jgi.p|Yarli1|66423,1139111,1140256,1139111,1140256,YALI0_C08371g,YALI0C08371g,YALI0C08371g,unknown function
jgi.p|Yarli1|66424,1142297,1144324,1142297,1144324,YALI0_C08393g,YALI0C08393g,YALI0C08393g,K12350 sphingomyelin phosphodiesterase [EC:3.1.4.12] 
jgi.p|Yarli1|66425,1144534,1145373,1144534,1145373,YALI0_C08415g,YALI0C08415g,YALI0C08415g,unknown function
jgi.p|Yarli1|66426,1146546,1148330,1146546,1148330,YALI0_C08437g,YALI0C08437g,YALI0C08437g,unknown function
jgi.p|Yarli1|66427,1149092,1149787,1149092,1149787,YALI0_C08459g,YALI0C08459g,YALI0C08459g,unknown function
jgi.p|Yarli1|66428,1156187,1160196,1156187,1160196,YALI0_C08473g,YALI0C08473g,YALI0C08473g,unknown function
jgi.p|Yarli1|66429,1161576,1162985,1161576,1162985,YALI0_C08481g,YALI0C08481g,YALI0C08481g,K23362 ethanolamine phosphate phosphodiesterase [EC:3.1.-.-] 
jgi.p|Yarli1|66430,1164536,1165693,1164536,1165693,YALI0_C08547g,YALI0C08547g,YALI0C08547g,unknown function
jgi.p|Yarli1|66431,1165914,1167434,1165914,1167434,YALI0_C08569g,YALI0C08569g,YALI0C08569g,unknown function
jgi.p|Yarli1|66432,1169603,1171813,1169603,1171813,YALI0_C08591g,YALI0C08591g,YALI0C08591g,K24766 ubiquitination network signaling protein AcrB 
jgi.p|Yarli1|66433,1173564,1173890,1173564,1173890,YALI0_C08613g,YALI0C08613g,YALI0C08613g,unknown function
jgi.p|Yarli1|66434,1176117,1176893,1176117,1176893,YALI0_C08635g,YALI0C08635g,YALI0C08635g,unknown function
